
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,XGigabitEthernet0/0/3,-6.28,-2.29,
SY-1#ZYL-B1-08#01-33U-NW-ACC-S5731,10.61.240.64,XGigabitEthernet0/0/4,-4.03,-1.80,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,XGigabitEthernet0/0/3,-4.05,-2.12,
SY-1#ZYL-B1-13#01-24U-NW-ACC-S5731,10.61.240.156,XGigabitEthernet0/0/4,-4.69,-3.35,
SY-1#ZYL-B2-01#01-30U-NW-ACC-S5731,10.61.240.152,XGigabitEthernet0/0/3,-5.16,-3.12,
SY-1#ZYL-B2-01#01-30U-NW-ACC-S5731,10.61.240.152,XGigabitEthernet0/0/4,-5.68,-3.29,
SY-1#ZYL-B2-02#01-33U-NW-ACC-S5731,10.61.240.153,XGigabitEthernet0/0/3,-5.54,-2.62,
SY-1#ZYL-B2-02#01-33U-NW-ACC-S5731,10.61.240.153,XGigabitEthernet0/0/4,-4.49,-1.47,
SY-1#ZYL-B2-06#01-33U-NW-ACC-S5731,10.61.240.169,XGigabitEthernet0/0/3,-4.73,-1.88,
SY-1#ZYL-B2-06#01-33U-NW-ACC-S5731,10.61.240.169,XGigabitEthernet0/0/4,-6.94,-3.32,
SY-1#ZYL-B2-07#01-30U-NW-ACC-S5731,10.61.240.166,XGigabitEthernet0/0/3,-3.11,-1.75,
SY-1#ZYL-B2-07#01-30U-NW-ACC-S5731,10.61.240.166,XGigabitEthernet0/0/4,-3.17,-3.32,
SY-1#ZYL-B2-08#01-33U-NW-ACC-S5731,10.61.240.164,XGigabitEthernet0/0/3,-4.55,-3.28,
SY-1#ZYL-B2-08#01-33U-NW-ACC-S5731,10.61.240.164,XGigabitEthernet0/0/4,-3.65,-3.23,
SY-1#ZYL-B3-01#01-30U-NW-ACC-S5731,10.61.240.68,XGigabitEthernet0/0/3,-6.91,-1.76,
SY-1#ZYL-B3-01#01-30U-NW-ACC-S5731,10.61.240.68,XGigabitEthernet0/0/4,-3.84,-1.80,
SY-1#ZYL-B3-02#01-30U-NW-ACC-S5731,10.61.240.37,XGigabitEthernet0/0/3,-5.10,-2.84,
SY-1#ZYL-B3-02#01-30U-NW-ACC-S5731,10.61.240.37,XGigabitEthernet0/0/4,-3.66,-3.33,
SY-1#ZYL-B3-05#01-30U-NW-ACC-S5731,10.61.240.75,XGigabitEthernet0/0/3,-3.52,-1.16,
SY-1#ZYL-B3-05#01-30U-NW-ACC-S5731,10.61.240.75,XGigabitEthernet0/0/4,-4.82,-1.38,
SY-1#ZYL-B3-07#01-33U-NW-ACC-S5731,10.61.240.74,XGigabitEthernet0/0/3,-3.89,-3.14,
SY-1#ZYL-B3-07#01-33U-NW-ACC-S5731,10.61.240.74,XGigabitEthernet0/0/4,-3.54,-2.73,
SY-1#ZYL-B3-08#01-30U-NW-ACC-S5731,10.61.240.66,XGigabitEthernet0/0/3,-2.93,-2.07,
SY-1#ZYL-B3-08#01-30U-NW-ACC-S5731,10.61.240.66,XGigabitEthernet0/0/4,-3.94,-3.19,
SY-2#ZYL-1F-03#01-18U-NW-ACC-S5731,10.61.240.132,XGigabitEthernet0/0/3,-5.39,-1.98,
SY-2#ZYL-1F-03#01-18U-NW-ACC-S5731,10.61.240.132,XGigabitEthernet0/0/4,-4.92,-3.30,
